country,series,x,y
Germany,total_carbon,2008,800
Germany,total_carbon,2009,747
Germany,total_carbon,2010,762
Germany,coal,1971,554
Germany,coal,1972,544
Germany,coal,1973,551
Germany,coal,1974,550
Germany,coal,1975,494
Germany,coal,1976,526
Germany,coal,1977,506
Germany,coal,1978,516
Germany,coal,1979,547
Germany,coal,1980,552
Germany,coal,1981,562
Germany,coal,1982,549
Germany,coal,1983,557
Germany,coal,1984,581
Germany,coal,1985,581
Germany,coal,1986,563
Germany,coal,1987,554
Germany,coal,1988,551
Germany,coal,1989,549
Germany,coal,1990,505
Germany,coal,1991,449
Germany,coal,1992,409
Germany,coal,1993,391
Germany,coal,1994,382
Germany,coal,1995,370
Germany,coal,1996,373
Germany,coal,1997,355
Germany,coal,1998,347
Germany,coal,1999,329
Germany,coal,2000,337
Germany,coal,2001,339
Germany,coal,2002,341
Germany,coal,2003,340
Germany,coal,2004,349
Germany,coal,2005,332
Germany,coal,2006,339
Germany,coal,2007,349
Germany,coal,2008,328
Germany,coal,2009,290
Germany,coal,2010,306
Germany,oil,1971,386
Germany,oil,1972,408
Germany,oil,1973,437
Germany,oil,1974,394
Germany,oil,1975,392
Germany,oil,1976,412
Germany,oil,1977,410
Germany,oil,1978,431
Germany,oil,1979,439
Germany,oil,1980,386
Germany,oil,1981,347
Germany,oil,1982,327
Germany,oil,1983,319
Germany,oil,1984,316
Germany,oil,1985,327
Germany,oil,1986,344
Germany,oil,1987,335
Germany,oil,1988,333
Germany,oil,1989,307
Germany,oil,1990,322
Germany,oil,1991,346
Germany,oil,1992,348
Germany,oil,1993,353
Germany,oil,1994,344
Germany,oil,1995,344
Germany,oil,1996,353
Germany,oil,1997,345
Germany,oil,1998,345
Germany,oil,1999,331
Germany,oil,2000,322
Germany,oil,2001,328
Germany,oil,2002,315
Germany,oil,2003,307
Germany,oil,2004,301
Germany,oil,2005,293
Germany,oil,2006,295
Germany,oil,2007,258
Germany,oil,2008,279
Germany,oil,2009,268
Germany,oil,2010,266
Germany,natural_gas,1971,39
Germany,natural_gas,1972,51
Germany,natural_gas,1973,66
Germany,natural_gas,1974,82
Germany,natural_gas,1975,86
Germany,natural_gas,1976,92
Germany,natural_gas,1977,99
Germany,natural_gas,1978,106
Germany,natural_gas,1979,116
Germany,natural_gas,1980,115
Germany,natural_gas,1981,111
Germany,natural_gas,1982,103
Germany,natural_gas,1983,106
Germany,natural_gas,1984,107
Germany,natural_gas,1985,105
Germany,natural_gas,1986,107
Germany,natural_gas,1987,116
Germany,natural_gas,1988,115
Germany,natural_gas,1989,118
Germany,natural_gas,1990,118
Germany,natural_gas,1991,125
Germany,natural_gas,1992,125
Germany,natural_gas,1993,130
Germany,natural_gas,1994,137
Germany,natural_gas,1995,147
Germany,natural_gas,1996,164
Germany,natural_gas,1997,157
Germany,natural_gas,1998,159
Germany,natural_gas,1999,160
Germany,natural_gas,2000,158
Germany,natural_gas,2001,165
Germany,natural_gas,2002,165
Germany,natural_gas,2003,185
Germany,natural_gas,2004,182
Germany,natural_gas,2005,180
Germany,natural_gas,2006,182
Germany,natural_gas,2007,177
Germany,natural_gas,2008,181
Germany,natural_gas,2009,173
Germany,natural_gas,2010,172
Spain,total_carbon,1971,120
Spain,total_carbon,1972,126
Spain,total_carbon,1973,140
Spain,total_carbon,1974,152
Spain,total_carbon,1975,157
Spain,total_carbon,1976,173
Spain,total_carbon,1977,167
Spain,total_carbon,1978,166
Spain,total_carbon,1979,176
Spain,total_carbon,1980,188
Spain,total_carbon,1981,191
Spain,total_carbon,1982,186
Spain,total_carbon,1983,190
Spain,total_carbon,1984,180
Spain,total_carbon,1985,175
Spain,total_carbon,1986,179
Spain,total_carbon,1987,180
Spain,total_carbon,1988,185
Spain,total_carbon,1989,202
Spain,total_carbon,1990,205
Spain,total_carbon,1991,213
Spain,total_carbon,1992,224
Spain,total_carbon,1993,210
Spain,total_carbon,1994,220
Spain,total_carbon,1995,233
Spain,total_carbon,1996,222
Spain,total_carbon,1997,241
Spain,total_carbon,1998,249
Spain,total_carbon,1999,268
Spain,total_carbon,2000,284
Spain,total_carbon,2001,286
Spain,total_carbon,2002,302
Spain,total_carbon,2003,310
Spain,total_carbon,2004,327
Spain,total_carbon,2005,339
Spain,total_carbon,2006,332
Spain,total_carbon,2007,344
Spain,total_carbon,2008,317
Spain,total_carbon,2009,282
Spain,total_carbon,2010,268
Spain,coal,1971,37
Spain,coal,1972,38
Spain,coal,1973,36
Spain,coal,1974,35
Spain,coal,1975,37
Spain,coal,1976,36
Spain,coal,1977,40
Spain,coal,1978,36
Spain,coal,1979,40
Spain,coal,1980,48
Spain,coal,1981,58
Spain,coal,1982,65
Spain,coal,1983,70
Spain,coal,1984,71
Spain,coal,1985,69
Spain,coal,1986,72
Spain,coal,1987,70
Spain,coal,1988,60
Spain,coal,1989,75
Spain,coal,1990,73
Spain,coal,1991,74
Spain,coal,1992,78
Spain,coal,1993,70
Spain,coal,1994,69
Spain,coal,1995,71
Spain,coal,1996,60
Spain,coal,1997,68
Spain,coal,1998,65
Spain,coal,1999,75
Spain,coal,2000,82
Spain,coal,2001,74
Spain,coal,2002,83
Spain,coal,2003,77
Spain,coal,2004,80
Spain,coal,2005,80
Spain,coal,2006,69
Spain,coal,2007,78
Spain,coal,2008,53
Spain,coal,2009,40
Spain,coal,2010,31
Spain,oil,1971,82
Spain,oil,1972,87
Spain,oil,1973,103
Spain,oil,1974,115
Spain,oil,1975,117
Spain,oil,1976,135
Spain,oil,1977,124
Spain,oil,1978,127
Spain,oil,1979,133
Spain,oil,1980,137
Spain,oil,1981,129
Spain,oil,1982,117
Spain,oil,1983,116
Spain,oil,1984,106
Spain,oil,1985,102
Spain,oil,1986,102
Spain,oil,1987,105
Spain,oil,1988,117
Spain,oil,1989,118
Spain,oil,1990,121
Spain,oil,1991,127
Spain,oil,1992,133
Spain,oil,1993,127
Spain,oil,1994,136
Spain,oil,1995,143
Spain,oil,1996,143
Spain,oil,1997,146
Spain,oil,1998,156
Spain,oil,1999,162
Spain,oil,2000,167
Spain,oil,2001,173
Spain,oil,2002,175
Spain,oil,2003,183
Spain,oil,2004,190
Spain,oil,2005,191
Spain,oil,2006,190
Spain,oil,2007,190
Spain,oil,2008,182
Spain,oil,2009,168
Spain,oil,2010,164
Spain,natural_gas,1971,1
Spain,natural_gas,1972,1
Spain,natural_gas,1973,2
Spain,natural_gas,1974,2
Spain,natural_gas,1975,2
Spain,natural_gas,1976,2
Spain,natural_gas,1977,2
Spain,natural_gas,1978,2
Spain,natural_gas,1979,3
Spain,natural_gas,1980,3
Spain,natural_gas,1981,4
Spain,natural_gas,1982,4
Spain,natural_gas,1983,4
Spain,natural_gas,1984,4
Spain,natural_gas,1985,5
Spain,natural_gas,1986,5
Spain,natural_gas,1987,6
Spain,natural_gas,1988,7
Spain,natural_gas,1989,9
Spain,natural_gas,1990,11
Spain,natural_gas,1991,12
Spain,natural_gas,1992,13
Spain,natural_gas,1993,13
Spain,natural_gas,1994,14
Spain,natural_gas,1995,17
Spain,natural_gas,1996,19
Spain,natural_gas,1997,25
Spain,natural_gas,1998,26
Spain,natural_gas,1999,30
Spain,natural_gas,2000,35
Spain,natural_gas,2001,38
Spain,natural_gas,2002,43
Spain,natural_gas,2003,49
Spain,natural_gas,2004,57
Spain,natural_gas,2005,67
Spain,natural_gas,2006,72
Spain,natural_gas,2007,74
Spain,natural_gas,2008,81
Spain,natural_gas,2009,72
Spain,natural_gas,2010,72
Australia,total_carbon,1971,144
Australia,total_carbon,1972,149
Australia,total_carbon,1973,159
Australia,total_carbon,1974,173
Australia,total_carbon,1975,180
Australia,total_carbon,1976,182
Australia,total_carbon,1977,197
Australia,total_carbon,1978,192
Australia,total_carbon,1979,198
Australia,total_carbon,1980,208
Australia,total_carbon,1981,208
Australia,total_carbon,1982,215
Australia,total_carbon,1983,203
Australia,total_carbon,1984,209
Australia,total_carbon,1985,221
Australia,total_carbon,1986,222
Australia,total_carbon,1987,232
Australia,total_carbon,1988,242
Australia,total_carbon,1989,255
Australia,total_carbon,1990,260
Australia,total_carbon,1991,261
Australia,total_carbon,1992,265
Australia,total_carbon,1993,269
Australia,total_carbon,1994,275
Australia,total_carbon,1995,285
Australia,total_carbon,1996,296
Australia,total_carbon,1997,303
Australia,total_carbon,1998,323
Australia,total_carbon,1999,333
Australia,total_carbon,2000,339
Australia,total_carbon,2001,351
Australia,total_carbon,2002,359
Australia,total_carbon,2003,361
Australia,total_carbon,2004,371
Australia,total_carbon,2005,369
Australia,total_carbon,2006,374
Australia,total_carbon,2007,384
Australia,total_carbon,2008,386
Australia,total_carbon,2009,384
Australia,total_carbon,2010,383
Australia,coal,1971,73
Australia,coal,1972,77
Australia,coal,1973,79
Australia,coal,1974,85
Australia,coal,1975,90
Australia,coal,1976,91
Australia,coal,1977,98
Australia,coal,1978,90
Australia,coal,1979,95
Australia,coal,1980,104
Australia,coal,1981,105
Australia,coal,1982,110
Australia,coal,1983,103
Australia,coal,1984,106
Australia,coal,1985,117
Australia,coal,1986,115
Australia,coal,1987,123
Australia,coal,1988,128
Australia,coal,1989,137
Australia,coal,1990,137
Australia,coal,1991,142
Australia,coal,1992,145
Australia,coal,1993,146
Australia,coal,1994,148
Australia,coal,1995,152
Australia,coal,1996,159
Australia,coal,1997,165
Australia,coal,1998,182
Australia,coal,1999,188
Australia,coal,2000,189
Australia,coal,2001,200
Australia,coal,2002,205
Australia,coal,2003,203
Australia,coal,2004,210
Australia,coal,2005,201
Australia,coal,2006,205
Australia,coal,2007,207
Australia,coal,2008,204
Australia,coal,2009,204
Australia,coal,2010,199
Australia,oil,1971,67
Australia,oil,1972,66
Australia,oil,1973,72
Australia,oil,1974,81
Australia,oil,1975,81
Australia,oil,1976,82
Australia,oil,1977,87
Australia,oil,1978,89
Australia,oil,1979,89
Australia,oil,1980,87
Australia,oil,1981,84
Australia,oil,1982,83
Australia,oil,1983,78
Australia,oil,1984,80
Australia,oil,1985,80
Australia,oil,1986,80
Australia,oil,1987,81
Australia,oil,1988,84
Australia,oil,1989,88
Australia,oil,1990,89
Australia,oil,1991,88
Australia,oil,1992,87
Australia,oil,1993,89
Australia,oil,1994,91
Australia,oil,1995,95
Australia,oil,1996,98
Australia,oil,1997,99
Australia,oil,1998,100
Australia,oil,1999,102
Australia,oil,2000,105
Australia,oil,2001,104
Australia,oil,2002,102
Australia,oil,2003,105
Australia,oil,2004,107
Australia,oil,2005,113
Australia,oil,2006,113
Australia,oil,2007,114
Australia,oil,2008,118
Australia,oil,2009,116
Australia,oil,2010,117
Australia,natural_gas,1971,4
Australia,natural_gas,1972,6
Australia,natural_gas,1973,7
Australia,natural_gas,1974,8
Australia,natural_gas,1975,9
Australia,natural_gas,1976,10
Australia,natural_gas,1977,12
Australia,natural_gas,1978,13
Australia,natural_gas,1979,14
Australia,natural_gas,1980,17
Australia,natural_gas,1981,19
Australia,natural_gas,1982,21
Australia,natural_gas,1983,21
Australia,natural_gas,1984,23
Australia,natural_gas,1985,24
Australia,natural_gas,1986,27
Australia,natural_gas,1987,28
Australia,natural_gas,1988,29
Australia,natural_gas,1989,30
Australia,natural_gas,1990,33
Australia,natural_gas,1991,31
Australia,natural_gas,1992,32
Australia,natural_gas,1993,34
Australia,natural_gas,1994,35
Australia,natural_gas,1995,38
Australia,natural_gas,1996,38
Australia,natural_gas,1997,38
Australia,natural_gas,1998,40
Australia,natural_gas,1999,42
Australia,natural_gas,2000,44
Australia,natural_gas,2001,46
Australia,natural_gas,2002,51
Australia,natural_gas,2003,52
Australia,natural_gas,2004,54
Australia,natural_gas,2005,55
Australia,natural_gas,2006,55
Australia,natural_gas,2007,62
Australia,natural_gas,2008,63
Australia,natural_gas,2009,64
Australia,natural_gas,2010,67
Japan,total_carbon,1971,759
Japan,total_carbon,1972,798
Japan,total_carbon,1973,908
Japan,total_carbon,1974,895
Japan,total_carbon,1975,856
Japan,total_carbon,1976,885
Japan,total_carbon,1977,911
Japan,total_carbon,1978,907
Japan,total_carbon,1979,931
Japan,total_carbon,1980,881
Japan,total_carbon,1981,857
Japan,total_carbon,1982,833
Japan,total_carbon,1983,840
Japan,total_carbon,1984,898
Japan,total_carbon,1985,878
Japan,total_carbon,1986,877
Japan,total_carbon,1987,884
Japan,total_carbon,1988,952
Japan,total_carbon,1989,980
Japan,total_carbon,1990,1064
Japan,total_carbon,1991,1073
Japan,total_carbon,1992,1083
Japan,total_carbon,1993,1079
Japan,total_carbon,1994,1133
Japan,total_carbon,1995,1148
Japan,total_carbon,1996,1163
Japan,total_carbon,1997,1160
Japan,total_carbon,1998,1129
Japan,total_carbon,1999,1169
Japan,total_carbon,2000,1184
Japan,total_carbon,2001,1170
Japan,total_carbon,2002,1205
Japan,total_carbon,2003,1213
Japan,total_carbon,2004,1212
Japan,total_carbon,2005,1221
Japan,total_carbon,2006,1205
Japan,total_carbon,2007,1242
Japan,total_carbon,2008,1154
Japan,total_carbon,2009,1096
Japan,total_carbon,2010,1143
Japan,coal,1971,194
Japan,coal,1972,199
Japan,coal,1973,203
Japan,coal,1974,203
Japan,coal,1975,198
Japan,coal,1976,196
Japan,coal,1977,186
Japan,coal,1978,168
Japan,coal,1979,181
Japan,coal,1980,191
Japan,coal,1981,205
Japan,coal,1982,218
Japan,coal,1983,214
Japan,coal,1984,237
Japan,coal,1985,249
Japan,coal,1986,240
Japan,coal,1987,238
Japan,coal,1988,258
Japan,coal,1989,259
Japan,coal,1990,293
Japan,coal,1991,292
Japan,coal,1992,290
Japan,coal,1993,297
Japan,coal,1994,309
Japan,coal,1995,320
Japan,coal,1996,331
Japan,coal,1997,340
Japan,coal,1998,327
Japan,coal,1999,345
Japan,coal,2000,369
Japan,coal,2001,378
Japan,coal,2002,398
Japan,coal,2003,411
Japan,coal,2004,421
Japan,coal,2005,430
Japan,coal,2006,432
Japan,coal,2007,450
Japan,coal,2008,415
Japan,coal,2009,393
Japan,coal,2010,425
Japan,oil,1971,556
Japan,oil,1972,590
Japan,oil,1973,691
Japan,oil,1974,675
Japan,oil,1975,639
Japan,oil,1976,666
Japan,oil,1977,697
Japan,oil,1978,701
Japan,oil,1979,705
Japan,oil,1980,639
Japan,oil,1981,599
Japan,oil,1982,562
Japan,oil,1983,568
Japan,oil,1984,584
Japan,oil,1985,547
Japan,oil,1986,554
Japan,oil,1987,559
Japan,oil,1988,604
Japan,oil,1989,624
Japan,oil,1990,655
Japan,oil,1991,657
Japan,oil,1992,669
Japan,oil,1993,654
Japan,oil,1994,690
Japan,oil,1995,689
Japan,oil,1996,687
Japan,oil,1997,670
Japan,oil,1998,649
Japan,oil,1999,662
Japan,oil,2000,647
Japan,oil,2001,624
Japan,oil,2002,635
Japan,oil,2003,623
Japan,oil,2004,614
Japan,oil,2005,613
Japan,oil,2006,577
Japan,oil,2007,579
Japan,oil,2008,530
Japan,oil,2009,495
Japan,oil,2010,497
Japan,natural_gas,1971,9
Japan,natural_gas,1972,9
Japan,natural_gas,1973,14
Japan,natural_gas,1974,17
Japan,natural_gas,1975,19
Japan,natural_gas,1976,23
Japan,natural_gas,1977,28
Japan,natural_gas,1978,38
Japan,natural_gas,1979,45
Japan,natural_gas,1980,51
Japan,natural_gas,1981,52
Japan,natural_gas,1982,53
Japan,natural_gas,1983,57
Japan,natural_gas,1984,76
Japan,natural_gas,1985,81
Japan,natural_gas,1986,83
Japan,natural_gas,1987,86
Japan,natural_gas,1988,90
Japan,natural_gas,1989,96
Japan,natural_gas,1990,115
Japan,natural_gas,1991,122
Japan,natural_gas,1992,124
Japan,natural_gas,1993,127
Japan,natural_gas,1994,133
Japan,natural_gas,1995,137
Japan,natural_gas,1996,143
Japan,natural_gas,1997,148
Japan,natural_gas,1998,151
Japan,natural_gas,1999,160
Japan,natural_gas,2000,165
Japan,natural_gas,2001,164
Japan,natural_gas,2002,169
Japan,natural_gas,2003,175
Japan,natural_gas,2004,174
Japan,natural_gas,2005,174
Japan,natural_gas,2006,192
Japan,natural_gas,2007,209
Japan,natural_gas,2008,205
Japan,natural_gas,2009,204
Japan,natural_gas,2010,215
France,total_carbon,1971,432
France,total_carbon,1972,449
France,total_carbon,1973,485
France,total_carbon,1974,465
France,total_carbon,1975,431
France,total_carbon,1976,469
France,total_carbon,1977,455
France,total_carbon,1978,475
France,total_carbon,1979,482
France,total_carbon,1980,461
France,total_carbon,1981,414
France,total_carbon,1982,397
France,total_carbon,1983,381
France,total_carbon,1984,369
France,total_carbon,1985,360
France,total_carbon,1986,348
France,total_carbon,1987,342
France,total_carbon,1988,341
France,total_carbon,1989,356
France,total_carbon,1990,352
France,total_carbon,1991,380
France,total_carbon,1992,368
France,total_carbon,1993,349
France,total_carbon,1994,344
France,total_carbon,1995,354
France,total_carbon,1996,369
France,total_carbon,1997,362
France,total_carbon,1998,385
France,total_carbon,1999,378
France,total_carbon,2000,377
France,total_carbon,2001,384
France,total_carbon,2002,376
France,total_carbon,2003,385
France,total_carbon,2004,385
France,total_carbon,2005,388
France,total_carbon,2006,380
France,total_carbon,2007,373
France,total_carbon,2008,370
France,total_carbon,2009,351
France,total_carbon,2010,358
France,coal,1971,135
France,coal,1972,119
France,coal,1973,119
France,coal,1974,118
France,coal,1975,104
France,coal,1976,118
France,coal,1977,119
France,coal,1978,116
France,coal,1979,122
France,coal,1980,121
France,coal,1981,107
France,coal,1982,111
France,coal,1983,100
France,coal,1984,97
France,coal,1985,91
France,coal,1986,78
France,coal,1987,71
France,coal,1988,71
France,coal,1989,78
France,coal,1990,74
France,coal,1991,79
France,coal,1992,70
France,coal,1993,54
France,coal,1994,54
France,coal,1995,57
France,coal,1996,61
France,coal,1997,56
France,coal,1998,66
France,coal,1999,58
France,coal,2000,58
France,coal,2001,48
France,coal,2002,50
France,coal,2003,51
France,coal,2004,50
France,coal,2005,54
France,coal,2006,51
France,coal,2007,53
France,coal,2008,51
France,coal,2009,43
France,coal,2010,45
France,oil,1971,277
France,oil,1972,306
France,oil,1973,338
France,oil,1974,317
France,oil,1975,293
France,oil,1976,315
France,oil,1977,298
France,oil,1978,318
France,oil,1979,313
France,oil,1980,293
France,oil,1981,258
France,oil,1982,238
France,oil,1983,231
France,oil,1984,220
France,oil,1985,215
France,oil,1986,215
France,oil,1987,215
France,oil,1988,215
France,oil,1989,221
France,oil,1990,220
France,oil,1991,235
France,oil,1992,231
France,oil,1993,227
France,oil,1994,223
France,oil,1995,227
France,oil,1996,231
France,oil,1997,230
France,oil,1998,242
France,oil,1999,238
France,oil,2000,234
France,oil,2001,246
France,oil,2002,236
France,oil,2003,240
France,oil,2004,239
France,oil,2005,237
France,oil,2006,235
France,oil,2007,228
France,oil,2008,224
France,oil,2009,216
France,oil,2010,211
France,natural_gas,1971,19
France,natural_gas,1972,24
France,natural_gas,1973,28
France,natural_gas,1974,30
France,natural_gas,1975,33
France,natural_gas,1976,37
France,natural_gas,1977,39
France,natural_gas,1978,41
France,natural_gas,1979,47
France,natural_gas,1980,47
France,natural_gas,1981,49
France,natural_gas,1982,47
France,natural_gas,1983,50
France,natural_gas,1984,53
France,natural_gas,1985,54
France,natural_gas,1986,55
France,natural_gas,1987,56
France,natural_gas,1988,54
France,natural_gas,1989,55
France,natural_gas,1990,56
France,natural_gas,1991,64
France,natural_gas,1992,64
France,natural_gas,1993,65
France,natural_gas,1994,64
France,natural_gas,1995,66
France,natural_gas,1996,73
France,natural_gas,1997,72
France,natural_gas,1998,74
France,natural_gas,1999,78
France,natural_gas,2000,81
France,natural_gas,2001,85
France,natural_gas,2002,86
France,natural_gas,2003,89
France,natural_gas,2004,91
France,natural_gas,2005,92
France,natural_gas,2006,90
France,natural_gas,2007,87
France,natural_gas,2008,90
France,natural_gas,2009,87
France,natural_gas,2010,96